TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text.started,text.stopped,text_calibration_repeat.started,text_calibration_repeat.stopped,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,response_nextblock.rt,participant,session,date,expName,psychopyVersion,frameRate,
4.0,5.0,6.0,4.0,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.19186569999965286],125.48776530000032,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
4.0,5.0,6.0,4.0,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
5.0,9.0,5.0,6.0,61.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,125.73766890000024,None,125.73766890000024,None,130.4526163999999,131.85201529999995,0.010387250000349013,None,0.487322949999907,None,0.9704963499998485,None,['return'],[0.8896065000008093],131.90197140000055,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
5.0,9.0,5.0,6.0,61.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16463860000021668],132.83493520000047,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
5.0,9.0,5.0,6.0,61.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.18872039999951085],133.03487550000045,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
5.0,9.0,5.0,6.0,61.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
6.0,9.0,8.0,2.0,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,133.28479320000042,None,133.28479320000042,None,139.6657006000005,141.0652183000002,0.00898343999961071,None,0.4845763399998759,None,0.9676317399998879,None,['return'],[2.1483392999998614],141.1151719999998,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
6.0,9.0,8.0,2.0,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1578655000002982],143.2976548000006,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
6.0,9.0,8.0,2.0,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15803850000065722],143.4975768000004,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
6.0,9.0,8.0,2.0,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
