TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,control_block.thisRepN,control_block.thisTrialN,control_block.thisN,control_block.thisIndex,ctrl_trials.thisRepN,ctrl_trials.thisTrialN,ctrl_trials.thisN,ctrl_trials.thisIndex,response_ctrl.thisRepN,response_ctrl.thisTrialN,response_ctrl.thisN,response_ctrl.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,Fixation_2.started,Fixation_2.stopped,sound_digit1_2.started,sound_digit1_2.stopped,sound_digit2_2.started,sound_digit2_2.stopped,sound_digit3_2.started,sound_digit3_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Begin_4.started,Begin_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010036170002422296,None,0.4865949700033525,None,0.9697388700005831,None,['return'],[0.29024939999362687],36.53655070000241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1329083999953582],36.84974260000308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.12200920000032056],36.9996295000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01095627000904642,None,0.48825317000591895,None,0.9715704700065544,None,['return'],[0.10696579999785172],38.59972550000384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.12155009999696631],38.7330879000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.13167299999622628],38.88293790000171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03314820000378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.038767000005464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
0.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,64.04786997000193,None,64.06202770000527,None,0.015285339999536518,None,0.4807027399947401,None,0.9638834399956977,None,['return'],[0.37968759999785107],67.50588910000079,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
0.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14345560000219848],67.9140922000006,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
0.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1528768999996828],68.0806664000047,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
0.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.27072410000255,None,0.013033870010985993,None,0.47618337001040345,None,0.9760189700100455,None,['return'],[0.5385433999981615],71.70509230000607,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1435471000004327],72.26396999999997,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1410628000012366],72.43042029999924,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
2.0,5.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6030893000061,None,0.0025463700003456324,None,0.47132386999874143,None,0.9549008699978003,None,['return'],[0.15706730000238167],76.03551929999958,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
2.0,5.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.6751418999992893],76.21342740000546,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
2.0,5.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.13928019999730168],76.91325130000041,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
2.0,5.0,0.0,3.0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
3.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.07981049999944,None,0.0124061700043967,None,0.47465216999989934,None,0.957930070006114,None,None,,80.51292587000208,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
3.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.5393822000041837],80.51313920000393,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
3.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.14695799999753945],81.07973620000121,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1308,eeg_contingent_digits,2021.2.3,60.00546049831732,
