TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.0,9.0,2.0,6.0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,0.010143940002308227,None,0.48665563999384176,None,0.9704989399906481,None,['return'],[0.6284484999923734],45.10086629999569,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.412368699995568],45.75080419999722,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.3600373999943258],46.184112999995705,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
7.0,2.0,3.0,0.0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,0.0014932400081306696,None,0.48960114001238253,None,0.9526773400139064,None,['return'],[0.8357259000040358],48.02241109999886,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.36319239999284036],48.883910599994124,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.3198813000053633],49.26723440000205,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
8.0,1.0,9.0,2.0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,0.0016820400051074103,None,0.4700094400031958,None,0.9530203400063328,None,['return'],[0.6917465000005905],51.07059779998963,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,['return'],[0.31452070000523236],51.78369369999564,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,['return'],[0.3131468999927165],52.11700800000108,None,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
9.0,8.0,1.0,0.0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.45060789999843,None,,,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,164.72447999998985,None,,,1,001,2021_Oct_19_1639,eeg_contingent_digits,2021.2.3,60.00340819508855,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.72632699999667,None,,,,,,,
